contig	start	end	covergage_abs	coverage_norm
CP020138.1_contig1	310000	340000	70	0.833333
CP020138.1_contig1	320000	350000	68	0.809524
CP020138.1_contig1	330000	360000	63	0.75
CP020138.1_contig1	340000	370000	63	0.75
CP020138.1_contig1	350000	380000	63	0.75
CP020138.1_contig1	360000	390000	62	0.738095
CP020138.1_contig1	370000	400000	61	0.72619
CP020138.1_contig1	380000	410000	63	0.75
CP020138.1_contig1	390000	420000	67	0.797619
CP020138.1_contig1	400000	430000	69	0.821429
CP020138.1_contig1	410000	440000	69	0.821429
CP020138.1_contig1	420000	450000	69	0.821429
CP020138.1_contig1	430000	460000	69	0.821429
CP020138.1_contig1	440000	470000	75	0.892857
CP020138.1_contig1	450000	480000	80	0.952381
CP020138.1_contig1	460000	490000	82	0.97619
CP020138.1_contig1	470000	500000	87	1.03571
CP020138.1_contig1	480000	510000	88	1.04762
CP020138.1_contig1	490000	520000	86	1.02381
CP020138.1_contig1	500000	530000	84	1
CP020138.1_contig1	510000	540000	85	1.0119
CP020138.1_contig1	520000	550000	90	1.07143
CP020138.1_contig1	530000	560000	90	1.07143
CP020138.1_contig1	540000	570000	88	1.04762
CP020138.1_contig1	550000	580000	77	0.916667
CP020138.1_contig1	560000	590000	68	0.809524
CP020138.1_contig1	570000	600000	67	0.797619
CP020138.1_contig1	580000	610000	69	0.821429
CP020138.1_contig1	590000	620000	71	0.845238
CP020138.1_contig1	600000	630000	73	0.869048
CP020138.1_contig1	610000	640000	74	0.880952
CP020138.1_contig1	620000	650000	77	0.916667
CP020138.1_contig1	630000	660000	77	0.916667
CP020138.1_contig1	640000	670000	79	0.940476
CP020138.1_contig1	650000	680000	77	0.916667
CP020138.1_contig1	660000	690000	73	0.869048
CP020138.1_contig1	670000	700000	70	0.833333
CP020138.1_contig1	680000	710000	72	0.857143
CP020138.1_contig1	690000	720000	79	0.940476
CP020138.1_contig1	700000	730000	80	0.952381
CP020138.1_contig1	710000	740000	82	0.97619
CP020138.1_contig1	720000	750000	84	1
CP020138.1_contig1	730000	760000	84	1
CP020138.1_contig1	740000	770000	85	1.0119
CP020138.1_contig1	750000	780000	86	1.02381
CP020138.1_contig1	760000	790000	86	1.02381
CP020138.1_contig1	770000	800000	81	0.964286
CP020138.1_contig1	780000	810000	75	0.892857
CP020138.1_contig1	790000	820000	73	0.869048
CP020138.1_contig1	800000	830000	69	0.821429
CP020138.1_contig1	810000	840000	60	0.714286
CP020138.1_contig1	820000	850000	57	0.678571
CP020138.1_contig1	830000	860000	46	0.547619
CP020138.1_contig1	840000	870000	50	0.595238
CP020138.1_contig1	850000	880000	60	0.714286
CP020138.1_contig1	860000	890000	73	0.869048
CP020138.1_contig1	870000	900000	83	0.988095
CP020138.1_contig1	880000	910000	87	1.03571
CP020138.1_contig1	890000	920000	102	1.21429
CP020138.1_contig1	900000	930000	113	1.34524
CP020138.1_contig1	910000	940000	125	1.4881
CP020138.1_contig1	920000	950000	137	1.63095
CP020138.1_contig1	930000	954457	147	1.75
CP020138.1_contig1	940000	954457	230	2.7381
CP020138.1_contig1	950000	954457	335	3.9881
CP020139.1_contig1	0	30000	98	1.16667
CP020139.1_contig1	10000	40000	94	1.11905
CP020139.1_contig1	20000	50000	94	1.11905
CP020139.1_contig1	30000	60000	106	1.2619
CP020139.1_contig1	40000	70000	107	1.27381
CP020139.1_contig1	50000	80000	104	1.2381
CP020139.1_contig1	60000	85793	103	1.22619
CP020139.1_contig1	70000	85793	106	1.2619
CP020139.1_contig1	80000	85793	112	1.33333
